feature,go_term,held_auc,raw_best,rand_best,margin,coherence,reasoning_caption
7965,response to lipid,0.868,0.799,0.811,0.057,0.3,
4695,response to hormone,0.865,0.758,0.787,0.078,0.3,
25403,cytoplasmic vesicle,0.854,0.756,0.872,-0.018,0.35,
8047,transcription regulator activity,0.847,0.852,0.918,-0.072,0.2,
2789,transcription regulator activity,0.843,0.852,0.918,-0.075,0.2,
22507,transmembrane transporter activity,0.842,0.9,0.937,-0.095,0.2,
40558,transmembrane transporter activity,0.84,0.9,0.937,-0.097,0.7,
5064,synapse,0.831,0.827,0.897,-0.066,0.05,
6608,chromosome,0.83,0.778,0.844,-0.013,0.2,
35673,catalytic complex,0.811,0.717,0.719,0.092,0.05,
13423,transcription regulator activity,0.806,0.852,0.918,-0.112,0.05,
21547,oxidoreductase activity,0.804,0.862,0.9,-0.095,0.25,
23050,sexual reproduction,0.804,0.696,0.753,0.051,0.15,
14688,kinase activity,0.803,0.808,0.83,-0.027,0.2,
14354,synapse,0.796,0.827,0.897,-0.101,0.05,
1857,cell surface receptor signaling pathway,0.795,0.782,0.846,-0.051,0.2,
121,transmembrane transporter activity,0.793,0.9,0.937,-0.144,0.2,
5489,transcription regulator activity,0.791,0.852,0.918,-0.127,0.0,
20865,cell surface receptor signaling pathway,0.791,0.782,0.846,-0.055,0.25,
10427,cell surface receptor signaling pathway,0.784,0.782,0.846,-0.062,0.0,
16535,response to hormone,0.784,0.758,0.787,-0.003,0.5,
13625,transcription regulator activity,0.783,0.852,0.918,-0.135,0.1,
16426,oxidoreductase activity,0.783,0.862,0.9,-0.117,0.05,
36045,transcription regulator activity,0.783,0.852,0.918,-0.135,0.2,
23728,oxidoreductase activity,0.781,0.862,0.9,-0.118,0.1,
35182,kinase activity,0.772,0.808,0.83,-0.058,0.0,
11917,Golgi apparatus,0.77,0.831,0.935,-0.165,0.0,
29073,oxidoreductase activity,0.77,0.862,0.9,-0.13,0.0,
33051,transmembrane transporter activity,0.77,0.9,0.937,-0.167,0.4,
27207,kinase activity,0.768,0.808,0.83,-0.062,0.0,
15582,oxidoreductase activity,0.766,0.862,0.9,-0.134,0.0,
20554,animal organ development,0.761,0.792,0.846,-0.086,0.2,
8190,neuron projection,0.759,0.797,0.894,-0.135,0.05,
9661,chromosome,0.759,0.778,0.844,-0.084,0.0,
15462,cell surface receptor signaling pathway,0.759,0.782,0.846,-0.087,0.0,
7832,cell surface receptor signaling pathway,0.758,0.782,0.846,-0.087,0.15,
27472,chromosome,0.75,0.778,0.844,-0.093,0.2,
11242,oxidoreductase activity,0.744,0.862,0.9,-0.156,0.35,
38567,transmembrane transporter activity,0.744,0.9,0.937,-0.193,0.05,
32702,kinase activity,0.743,0.808,0.83,-0.087,0.0,
34111,oxidoreductase activity,0.743,0.862,0.9,-0.156,0.1,
32405,chromosome,0.741,0.778,0.844,-0.102,0.1,
40908,oxidoreductase activity,0.738,0.862,0.9,-0.161,0.0,
21262,signal transduction,0.737,0.749,0.764,-0.027,0.3,
36399,kinase activity,0.737,0.808,0.83,-0.093,0.0,
29116,catalytic complex,0.732,0.717,0.719,0.014,0.2,
20593,oxidoreductase activity,0.73,0.862,0.9,-0.169,0.15,
40717,response to hormone,0.73,0.758,0.787,-0.057,0.75,
23696,oxidoreductase activity,0.728,0.862,0.9,-0.172,0.0,
9636,cytosol,0.723,0.736,0.827,-0.104,0.0,
23133,external encapsulating structure,0.723,0.792,0.809,-0.086,0.0,
13600,transcription regulator activity,0.721,0.852,0.918,-0.197,0.0,
15297,response to hormone,0.719,0.758,0.787,-0.068,0.75,
34030,animal organ morphogenesis,0.719,0.737,0.881,-0.161,0.35,
21420,cell surface receptor signaling pathway,0.718,0.782,0.846,-0.127,0.05,
12236,transferase activity,0.716,0.73,0.799,-0.084,0.15,
35730,plasma membrane region,0.714,0.755,0.826,-0.112,0.5,
13870,mitochondrion,0.71,0.779,0.826,-0.116,0.5,
36488,defense response,0.709,0.853,0.833,-0.143,0.45,
8302,cell surface receptor signaling pathway,0.707,0.782,0.846,-0.138,0.15,
8250,transmembrane transporter activity,0.702,0.9,0.937,-0.235,0.0,
30096,molecular function regulator activity,0.702,0.661,0.771,-0.069,0.0,
22265,transmembrane transporter activity,0.699,0.9,0.937,-0.238,0.2,
4142,establishment of localization in cell,0.695,0.767,0.813,-0.118,0.15,
14117,microtubule cytoskeleton,0.693,0.902,0.918,-0.224,0.1,
35158,external encapsulating structure,0.693,0.792,0.809,-0.116,0.05,
36811,catalytic complex,0.692,0.717,0.719,-0.027,0.0,
26946,oxidoreductase activity,0.691,0.862,0.9,-0.208,0.0,
470,kinase activity,0.69,0.808,0.83,-0.14,0.0,
20222,oxidoreductase activity,0.69,0.862,0.9,-0.209,0.05,
31399,transcription regulator activity,0.69,0.852,0.918,-0.229,0.25,
19494,oxidoreductase activity,0.689,0.862,0.9,-0.211,0.1,
5071,transmembrane transporter activity,0.687,0.9,0.937,-0.25,0.0,
31196,transmembrane transporter activity,0.685,0.9,0.937,-0.253,0.0,
1272,oxidoreductase activity,0.682,0.862,0.9,-0.217,0.05,
5354,cell cycle,0.682,0.808,0.905,-0.224,0.2,
35850,response to lipid,0.682,0.799,0.811,-0.129,0.15,
35155,post-embryonic development,0.678,0.801,0.819,-0.141,0.15,
17212,cytoskeleton,0.675,0.832,0.884,-0.209,0.35,
7144,oxidoreductase activity,0.673,0.862,0.9,-0.227,0.0,
19850,cell surface receptor signaling pathway,0.673,0.782,0.846,-0.172,0.0,
24474,hydrolase activity,0.672,0.815,0.827,-0.155,0.05,
33428,transmembrane transporter activity,0.672,0.9,0.937,-0.266,0.0,
5885,transcription regulator activity,0.671,0.852,0.918,-0.247,0.0,
36180,kinase activity,0.671,0.808,0.83,-0.159,0.0,
22478,microtubule cytoskeleton,0.664,0.902,0.918,-0.254,0.0,
1358,transcription regulator activity,0.662,0.852,0.918,-0.256,0.0,
16514,transcription regulator activity,0.662,0.852,0.918,-0.256,0.0,
33287,transcription regulator activity,0.662,0.852,0.918,-0.256,0.0,
22271,catalytic complex,0.661,0.717,0.719,-0.058,0.1,
40771,transporter activity,0.661,0.892,0.92,-0.259,0.15,
13756,endoplasmic reticulum,0.66,0.952,0.952,-0.291,0.0,
40825,cell surface receptor signaling pathway,0.657,0.782,0.846,-0.188,0.0,
2165,defense response,0.656,0.853,0.833,-0.196,0.1,
6349,kinase activity,0.656,0.808,0.83,-0.174,0.1,
14837,transferase activity,0.652,0.73,0.799,-0.147,0.4,
32960,microtubule cytoskeleton,0.652,0.902,0.918,-0.266,0.0,
38420,cytoskeleton,0.652,0.832,0.884,-0.232,0.05,
38928,gene expression,0.652,0.747,0.764,-0.112,0.6,
877,cell surface receptor signaling pathway,0.651,0.782,0.846,-0.194,0.0,
10537,cell surface receptor signaling pathway,0.646,0.782,0.846,-0.2,0.05,
7435,transferase activity,0.644,0.73,0.799,-0.155,0.05,
20022,chromosome,0.644,0.778,0.844,-0.199,0.1,
16381,molecular function regulator activity,0.641,0.661,0.771,-0.131,0.1,
3948,transmembrane transporter activity,0.64,0.9,0.937,-0.297,0.1,
18388,oxidoreductase activity,0.637,0.862,0.9,-0.263,0.05,
22956,microtubule cytoskeleton,0.637,0.902,0.918,-0.28,0.05,
31370,cell cycle,0.636,0.808,0.905,-0.269,0.0,
10157,microtubule cytoskeleton,0.635,0.902,0.918,-0.283,0.05,
32358,response to hormone,0.631,0.758,0.787,-0.156,0.7,
31451,cell cycle,0.63,0.808,0.905,-0.275,0.05,
38916,response to endogenous stimulus,0.63,0.758,0.775,-0.144,0.15,
31371,cell surface receptor signaling pathway,0.629,0.782,0.846,-0.216,0.0,
10077,defense response,0.625,0.853,0.833,-0.228,0.1,
11055,response to hormone,0.625,0.758,0.787,-0.162,0.2,
40044,cell cycle,0.625,0.808,0.905,-0.28,0.05,
36427,cell surface receptor signaling pathway,0.622,0.782,0.846,-0.223,0.05,
10592,defense response,0.621,0.853,0.833,-0.232,0.05,
31743,response to endogenous stimulus,0.62,0.758,0.775,-0.154,0.1,
184,signal transduction,0.617,0.749,0.764,-0.148,0.05,
23479,catalytic complex,0.617,0.717,0.719,-0.102,0.0,
14430,cell surface receptor signaling pathway,0.614,0.782,0.846,-0.232,0.0,
22949,transcription regulator activity,0.613,0.852,0.918,-0.305,0.0,
29557,hydrolase activity,0.613,0.815,0.827,-0.214,0.1,
765,catalytic complex,0.612,0.717,0.719,-0.107,0.0,
27466,catalytic complex,0.612,0.717,0.719,-0.107,0.05,
11709,transmembrane transporter activity,0.611,0.9,0.937,-0.327,0.05,
21979,cell surface receptor signaling pathway,0.611,0.782,0.846,-0.235,0.1,
5968,cell surface receptor signaling pathway,0.607,0.782,0.846,-0.238,0.0,
6534,molecular function regulator activity,0.602,0.661,0.771,-0.169,0.05,
12344,transmembrane transporter activity,0.601,0.9,0.937,-0.336,0.15,
14796,neuron projection,0.6,0.797,0.894,-0.293,0.0,
14854,kinase activity,0.598,0.808,0.83,-0.232,0.05,
21506,animal organ morphogenesis,0.598,0.737,0.881,-0.283,0.0,
35603,transcription regulator activity,0.598,0.852,0.918,-0.32,0.05,
3287,organic substance transport,0.597,0.707,0.777,-0.18,0.0,
14189,chromosome,0.597,0.778,0.844,-0.247,0.0,
8096,response to lipid,0.59,0.799,0.811,-0.221,0.0,
11254,oxidoreductase activity,0.589,0.862,0.9,-0.31,0.05,
19364,cell cycle,0.581,0.808,0.905,-0.325,0.05,
28879,sexual reproduction,0.581,0.696,0.753,-0.172,0.2,
20662,chromosome,0.579,0.778,0.844,-0.265,0.05,
39609,Golgi apparatus,0.579,0.831,0.935,-0.356,0.0,
29712,external encapsulating structure,0.577,0.792,0.809,-0.232,0.0,
30782,cell cycle,0.577,0.808,0.905,-0.328,0.0,
4714,transmembrane transporter activity,0.571,0.9,0.937,-0.367,0.0,
22119,envelope,0.567,0.662,0.763,-0.196,0.05,
34204,plasma membrane region,0.564,0.755,0.826,-0.262,0.05,
3730,oxidoreductase activity,0.559,0.862,0.9,-0.341,0.0,
22742,cell surface receptor signaling pathway,0.556,0.782,0.846,-0.29,0.0,
11278,oxidoreductase activity,0.555,0.862,0.9,-0.344,0.0,
25025,microtubule cytoskeleton,0.552,0.902,0.918,-0.366,0.05,
6762,synapse,0.551,0.827,0.897,-0.346,0.0,
34352,cell surface receptor signaling pathway,0.548,0.782,0.846,-0.297,0.0,
5368,cell surface receptor signaling pathway,0.546,0.782,0.846,-0.3,0.0,
21234,plasma membrane region,0.543,0.755,0.826,-0.283,0.0,
31493,microtubule cytoskeleton,0.543,0.902,0.918,-0.374,0.05,
32118,neuron differentiation,0.542,0.866,0.815,-0.324,0.05,
40651,microtubule cytoskeleton,0.541,0.902,0.918,-0.376,0.0,
1657,microtubule cytoskeleton,0.54,0.902,0.918,-0.378,0.05,
27670,microtubule cytoskeleton,0.54,0.902,0.918,-0.378,0.05,
30792,plasma membrane bounded cell projection organization,0.537,0.904,0.813,-0.366,0.05,
24564,cell surface receptor signaling pathway,0.533,0.782,0.846,-0.312,0.05,
8046,microtubule cytoskeleton,0.531,0.902,0.918,-0.386,0.05,
38820,microtubule cytoskeleton,0.531,0.902,0.918,-0.386,0.0,
9809,external encapsulating structure,0.53,0.792,0.809,-0.279,0.05,
21021,microtubule cytoskeleton,0.529,0.902,0.918,-0.389,0.0,
21040,microtubule cytoskeleton,0.529,0.902,0.918,-0.389,0.0,
27617,transmembrane transporter activity,0.529,0.9,0.937,-0.408,0.05,
40758,microtubule cytoskeleton,0.529,0.902,0.918,-0.389,0.0,
25507,microtubule cytoskeleton,0.528,0.902,0.918,-0.389,0.0,
12735,molecular function regulator activity,0.526,0.661,0.771,-0.245,0.0,
20688,response to biotic stimulus,0.526,0.824,0.824,-0.298,0.1,
3445,microtubule cytoskeleton,0.524,0.902,0.918,-0.393,0.05,
35899,neuron differentiation,0.524,0.866,0.815,-0.342,0.1,
7098,epithelium development,0.523,0.719,0.874,-0.35,0.0,
27073,microtubule cytoskeleton,0.521,0.902,0.918,-0.397,0.0,
34657,microtubule cytoskeleton,0.521,0.902,0.918,-0.397,0.05,
5800,microtubule cytoskeleton,0.52,0.902,0.918,-0.397,0.0,
8327,microtubule cytoskeleton,0.52,0.902,0.918,-0.397,0.15,
15522,microtubule cytoskeleton,0.52,0.902,0.918,-0.397,0.0,
8651,neuron projection,0.519,0.797,0.894,-0.375,0.0,
17399,molecular function regulator activity,0.519,0.661,0.771,-0.252,0.0,
19127,endoplasmic reticulum,0.518,0.952,0.952,-0.434,0.0,
4047,microtubule cytoskeleton,0.515,0.902,0.918,-0.403,0.05,
8426,plasma membrane bounded cell projection organization,0.513,0.904,0.813,-0.391,0.0,
7315,animal organ morphogenesis,0.512,0.737,0.881,-0.369,0.0,
4576,neuron projection,0.507,0.797,0.894,-0.386,0.0,
9251,plasma membrane bounded cell projection organization,0.507,0.904,0.813,-0.397,0.05,
39444,cell projection organization,0.506,0.895,0.808,-0.389,0.0,
38311,molecular function regulator activity,0.505,0.661,0.771,-0.267,0.05,
615,sexual reproduction,0.504,0.696,0.753,-0.249,0.0,
24872,microtubule cytoskeleton,0.504,0.902,0.918,-0.414,0.0,
28472,microtubule cytoskeleton,0.504,0.902,0.918,-0.414,0.0,
37843,microtubule cytoskeleton,0.504,0.902,0.918,-0.414,0.0,
24351,plasma membrane bounded cell projection organization,0.503,0.904,0.813,-0.401,0.0,
36991,plasma membrane bounded cell projection organization,0.503,0.904,0.813,-0.401,0.0,
