feature,go_term,held_auc,raw_best,rand_best,margin,coherence,reasoning_caption
25221,chemical homeostasis,0.804,0.547,0.793,0.011,0.05,
25949,chemical homeostasis,0.804,0.547,0.793,0.011,0.05,
26003,chemical homeostasis,0.804,0.547,0.793,0.011,0.0,
26180,kinase activity,0.804,0.558,0.586,0.219,0.4,kinase · phosphatase · cytoskeleton
30878,chemical homeostasis,0.804,0.547,0.793,0.011,0.0,
31744,chemical homeostasis,0.804,0.547,0.793,0.011,0.1,
34727,chemical homeostasis,0.804,0.547,0.793,0.011,0.05,
36993,chemical homeostasis,0.804,0.547,0.793,0.011,0.05,
40065,chemical homeostasis,0.804,0.547,0.793,0.011,0.05,
16249,chemical homeostasis,0.802,0.547,0.793,0.009,0.1,
20150,chemical homeostasis,0.802,0.547,0.793,0.009,0.0,
20664,chemical homeostasis,0.802,0.547,0.793,0.009,0.1,
23303,chemical homeostasis,0.802,0.547,0.793,0.009,0.0,
25298,chemical homeostasis,0.802,0.547,0.793,0.009,0.05,
4385,ribonucleoprotein complex,0.801,0.755,0.845,-0.044,0.0,
7930,kinase activity,0.801,0.558,0.586,0.215,0.1,
11324,chemical homeostasis,0.801,0.547,0.793,0.008,0.05,
19848,chemical homeostasis,0.801,0.547,0.793,0.008,0.05,
35641,chemical homeostasis,0.801,0.547,0.793,0.008,0.05,
5499,chemical homeostasis,0.8,0.547,0.793,0.007,0.0,
6247,chemical homeostasis,0.8,0.547,0.793,0.007,0.05,
10854,chemical homeostasis,0.8,0.547,0.793,0.007,0.0,
11045,chemical homeostasis,0.8,0.547,0.793,0.007,0.0,
24100,chemical homeostasis,0.8,0.547,0.793,0.007,0.05,
28872,chemical homeostasis,0.8,0.547,0.793,0.007,0.0,
33399,chemical homeostasis,0.8,0.547,0.793,0.007,0.05,
36506,oxidoreductase activity,0.8,0.839,0.852,-0.052,0.3,
38205,chemical homeostasis,0.8,0.547,0.793,0.007,0.05,
39657,chemical homeostasis,0.8,0.547,0.793,0.007,0.05,
40293,chemical homeostasis,0.8,0.547,0.793,0.007,0.05,
1114,oxidoreductase activity,0.799,0.839,0.852,-0.052,0.1,channel · transferase
1304,chemical homeostasis,0.799,0.547,0.793,0.006,0.05,
6925,chemical homeostasis,0.799,0.547,0.793,0.006,0.05,
7338,chemical homeostasis,0.799,0.547,0.793,0.006,0.05,
8182,chemical homeostasis,0.799,0.547,0.793,0.006,0.05,
8504,hydrolase activity,0.799,0.634,0.758,0.041,0.15,
10808,chemical homeostasis,0.799,0.547,0.793,0.006,0.0,
11980,chemical homeostasis,0.799,0.547,0.793,0.006,0.0,
15416,transporter activity,0.799,0.733,0.83,-0.031,0.15,
15886,chemical homeostasis,0.799,0.547,0.793,0.006,0.05,
18470,chemical homeostasis,0.799,0.547,0.793,0.006,0.1,
27874,chemical homeostasis,0.799,0.547,0.793,0.006,0.05,
28096,chemical homeostasis,0.799,0.547,0.793,0.006,0.0,
28269,chemical homeostasis,0.799,0.547,0.793,0.006,0.05,
29407,kinase activity,0.799,0.558,0.586,0.213,0.1,phosphatase · kinase · translation · gtpase
29763,chemical homeostasis,0.799,0.547,0.793,0.006,0.05,
30480,chemical homeostasis,0.799,0.547,0.793,0.006,0.0,
32372,chemical homeostasis,0.799,0.547,0.793,0.006,0.05,
34719,chemical homeostasis,0.799,0.547,0.793,0.006,0.05,
36769,chemical homeostasis,0.799,0.547,0.793,0.006,0.0,
37220,chemical homeostasis,0.799,0.547,0.793,0.006,0.1,
38921,chemical homeostasis,0.799,0.547,0.793,0.006,0.0,
1115,chemical homeostasis,0.798,0.547,0.793,0.005,0.0,
3880,chemical homeostasis,0.798,0.547,0.793,0.005,0.1,
4130,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
6065,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
7704,chemical homeostasis,0.798,0.547,0.793,0.005,0.0,
10978,chemical homeostasis,0.798,0.547,0.793,0.005,0.0,
11003,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
11211,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
11852,oxidoreductase activity,0.798,0.839,0.852,-0.053,0.25,metabolism · channel · phosphatase · transferase · redox · reductase
12049,oxidoreductase activity,0.798,0.839,0.852,-0.053,0.0,
12414,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
13421,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
14008,chemical homeostasis,0.798,0.547,0.793,0.005,0.1,
15551,chemical homeostasis,0.798,0.547,0.793,0.005,0.1,
15739,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
16259,chemical homeostasis,0.798,0.547,0.793,0.005,0.0,
16441,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
17057,chemical homeostasis,0.798,0.547,0.793,0.005,0.1,
19944,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
20733,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
21216,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
22130,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
22442,chemical homeostasis,0.798,0.547,0.793,0.005,0.0,
22533,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
22848,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
22876,chemical homeostasis,0.798,0.547,0.793,0.005,0.0,
23902,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
29215,chemical homeostasis,0.798,0.547,0.793,0.005,0.0,
29612,chemical homeostasis,0.798,0.547,0.793,0.005,0.1,
29816,chemical homeostasis,0.798,0.547,0.793,0.005,0.1,
31275,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
31984,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
32819,ribonucleoprotein complex,0.798,0.755,0.845,-0.047,0.0,extracellular · phosphatase · neuron · adhesion · differentiation
35007,chemical homeostasis,0.798,0.547,0.793,0.005,0.1,
35297,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
35715,chemical homeostasis,0.798,0.547,0.793,0.005,0.1,
36268,chemical homeostasis,0.798,0.547,0.793,0.005,0.1,
36297,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
36519,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
37977,chemical homeostasis,0.798,0.547,0.793,0.005,0.1,
38677,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
38964,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
39691,chemical homeostasis,0.798,0.547,0.793,0.005,0.05,
972,chemical homeostasis,0.797,0.547,0.793,0.005,0.0,
1004,oxidoreductase activity,0.797,0.839,0.852,-0.055,0.2,
1902,chemical homeostasis,0.797,0.547,0.793,0.004,0.2,
2213,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
2700,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
3224,chemical homeostasis,0.797,0.547,0.793,0.004,0.05,
3407,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
4100,chemical homeostasis,0.797,0.547,0.793,0.004,0.1,
4507,chemical homeostasis,0.797,0.547,0.793,0.004,0.05,
5604,chemical homeostasis,0.797,0.547,0.793,0.004,0.0,
7434,chemical homeostasis,0.797,0.547,0.793,0.004,0.05,
7787,chemical homeostasis,0.797,0.547,0.793,0.005,0.0,
7977,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
9134,chemical homeostasis,0.797,0.547,0.793,0.004,0.0,
9238,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
10156,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
10318,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
12265,chemical homeostasis,0.797,0.547,0.793,0.005,0.0,
12623,chemical homeostasis,0.797,0.547,0.793,0.005,0.1,
12717,chemical homeostasis,0.797,0.547,0.793,0.004,0.0,
14122,chemical homeostasis,0.797,0.547,0.793,0.004,0.1,
15786,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
17469,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
18301,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
18444,chemical homeostasis,0.797,0.547,0.793,0.004,0.05,
18640,chemical homeostasis,0.797,0.547,0.793,0.004,0.05,
19440,chemical homeostasis,0.797,0.547,0.793,0.004,0.0,
20698,chemical homeostasis,0.797,0.547,0.793,0.005,0.0,
23128,chemical homeostasis,0.797,0.547,0.793,0.004,0.1,
24486,chemical homeostasis,0.797,0.547,0.793,0.005,0.0,
25397,chemical homeostasis,0.797,0.547,0.793,0.004,0.05,
26024,chemical homeostasis,0.797,0.547,0.793,0.005,0.1,
26051,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
27078,chemical homeostasis,0.797,0.547,0.793,0.005,0.0,
27315,chemical homeostasis,0.797,0.547,0.793,0.004,0.05,
27595,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
29937,chemical homeostasis,0.797,0.547,0.793,0.005,0.0,
30353,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
32280,chemical homeostasis,0.797,0.547,0.793,0.005,0.0,
34201,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
35582,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
35596,chemical homeostasis,0.797,0.547,0.793,0.005,0.0,
36503,chemical homeostasis,0.797,0.547,0.793,0.005,0.0,
36766,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
36957,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
37107,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
37532,kinase activity,0.797,0.558,0.586,0.211,0.0,
37852,chemical homeostasis,0.797,0.547,0.793,0.005,0.1,
38441,chemical homeostasis,0.797,0.547,0.793,0.005,0.0,
38655,chemical homeostasis,0.797,0.547,0.793,0.005,0.0,
39608,chemical homeostasis,0.797,0.547,0.793,0.005,0.1,
40128,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
40371,chemical homeostasis,0.797,0.547,0.793,0.005,0.05,
2844,chemical homeostasis,0.796,0.547,0.793,0.003,0.0,
9616,chemical homeostasis,0.796,0.547,0.793,0.003,0.05,
11271,chemical homeostasis,0.796,0.547,0.793,0.003,0.0,
17319,transmembrane transporter activity,0.796,0.635,0.812,-0.016,0.15,metabolism · transport · lipid
19126,chemical homeostasis,0.796,0.547,0.793,0.003,0.0,
39986,chemical homeostasis,0.796,0.547,0.793,0.003,0.15,lipid · matrix · mitochondrion
40756,chemical homeostasis,0.796,0.547,0.793,0.003,0.05,
1568,chemical homeostasis,0.795,0.547,0.793,0.002,0.0,
16460,chemical homeostasis,0.795,0.547,0.793,0.002,0.05,
31086,chemical homeostasis,0.795,0.547,0.793,0.002,0.05,
39784,kinase activity,0.795,0.558,0.586,0.209,0.05,channel · metabolism · phosphatase · transferase · atpase · redox
40773,chemical homeostasis,0.795,0.547,0.793,0.002,0.0,
20,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
747,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
1429,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
1649,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
2345,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
3072,chemical homeostasis,0.794,0.547,0.793,0.001,0.1,
3176,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
4883,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
5162,chemical homeostasis,0.794,0.547,0.793,0.001,0.0,
5735,ribonucleoprotein complex,0.794,0.755,0.845,-0.051,0.0,
15455,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,redox · polymerase
18481,kinase activity,0.794,0.558,0.586,0.208,0.4,kinase · phosphatase
18857,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
19091,oxidoreductase activity,0.794,0.839,0.852,-0.057,0.0,
19669,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
22029,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
24571,chemical homeostasis,0.794,0.547,0.793,0.001,0.0,cytoskeleton
24841,chemical homeostasis,0.794,0.547,0.793,0.001,0.0,
27451,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
30150,chemical homeostasis,0.794,0.547,0.793,0.001,0.0,
33210,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
34618,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
35221,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
35407,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
35474,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
36521,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
37081,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
37919,chemical homeostasis,0.794,0.547,0.793,0.001,0.0,
39021,chemical homeostasis,0.794,0.547,0.793,0.001,0.1,
40165,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
40404,chemical homeostasis,0.794,0.547,0.793,0.001,0.05,
359,chemical homeostasis,0.793,0.547,0.793,0.0,0.05,
1968,chemical homeostasis,0.793,0.547,0.793,0.0,0.05,
2206,chemical homeostasis,0.793,0.547,0.793,0.0,0.05,
8842,kinase activity,0.793,0.558,0.586,0.208,0.4,
9144,chemical homeostasis,0.793,0.547,0.793,0.0,0.05,
10300,ribonucleoprotein complex,0.793,0.755,0.845,-0.053,0.05,
11444,oxidoreductase activity,0.793,0.839,0.852,-0.059,0.2,
16572,chemical homeostasis,0.793,0.547,0.793,0.0,0.0,
17066,chemical homeostasis,0.793,0.547,0.793,0.0,0.05,
19808,chemical homeostasis,0.793,0.547,0.793,0.0,0.05,
19971,chemical homeostasis,0.793,0.547,0.793,0.0,0.0,
28343,chemical homeostasis,0.793,0.547,0.793,0.0,0.1,
28929,chemical homeostasis,0.793,0.547,0.793,0.0,0.1,
31112,chemical homeostasis,0.793,0.547,0.793,0.0,0.0,mitochondrion
32138,chemical homeostasis,0.793,0.547,0.793,0.0,0.05,
32716,chemical homeostasis,0.793,0.547,0.793,0.0,0.05,
33664,chemical homeostasis,0.793,0.547,0.793,0.0,0.05,
34034,chemical homeostasis,0.793,0.547,0.793,0.0,0.05,
35138,chemical homeostasis,0.793,0.547,0.793,0.0,0.05,
37238,chemical homeostasis,0.793,0.547,0.793,0.0,0.0,
40955,chemical homeostasis,0.793,0.547,0.793,0.0,0.05,
8372,chemical homeostasis,0.792,0.547,0.793,-0.001,0.0,
23580,chemical homeostasis,0.792,0.547,0.793,-0.001,0.05,
28261,plasma membrane region,0.792,0.552,0.57,0.222,0.15,
31804,chemical homeostasis,0.792,0.547,0.793,-0.001,0.0,
38759,chemical homeostasis,0.792,0.547,0.793,-0.001,0.05,
2400,chemical homeostasis,0.791,0.547,0.793,-0.002,0.05,
5337,chemical homeostasis,0.791,0.547,0.793,-0.002,0.0,
9516,chemical homeostasis,0.791,0.547,0.793,-0.002,0.0,
9686,chemical homeostasis,0.791,0.547,0.793,-0.002,0.0,
10658,chemical homeostasis,0.791,0.547,0.793,-0.002,0.05,
19168,chemical homeostasis,0.791,0.547,0.793,-0.002,0.0,
19313,chemical homeostasis,0.791,0.547,0.793,-0.002,0.0,
25205,chemical homeostasis,0.791,0.547,0.793,-0.002,0.0,
29626,chemical homeostasis,0.791,0.547,0.793,-0.002,0.0,
30512,chemical homeostasis,0.791,0.547,0.793,-0.002,0.05,
32,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
1408,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
1489,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
1675,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
2767,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
2903,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
2947,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
3872,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
4414,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
4721,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
4976,chemical homeostasis,0.79,0.547,0.793,-0.003,0.1,
5344,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
5550,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
6186,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
6428,chemical homeostasis,0.79,0.547,0.793,-0.003,0.0,
6864,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
7182,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
7305,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
7563,chemical homeostasis,0.79,0.547,0.793,-0.003,0.1,
7595,transcription regulator activity,0.79,0.609,0.629,0.161,0.3,transcription · nucleus · nuclear · DNA-binding · polymerase · chromat
7616,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
7758,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
7988,chemical homeostasis,0.79,0.547,0.793,-0.003,0.1,
8027,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
8056,chemical homeostasis,0.79,0.547,0.793,-0.003,0.0,
8271,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
8273,chemical homeostasis,0.79,0.547,0.793,-0.003,0.1,
9635,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
10593,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
10655,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
10874,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
12304,chemical homeostasis,0.79,0.547,0.793,-0.003,0.1,
12364,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
12985,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
13240,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
13921,chemical homeostasis,0.79,0.547,0.793,-0.003,0.0,
14286,chemical homeostasis,0.79,0.547,0.793,-0.003,0.1,
14621,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
14679,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
15023,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
15347,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
16517,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
16771,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
16845,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
17001,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
17010,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
18176,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
18614,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
19270,chemical homeostasis,0.79,0.547,0.793,-0.003,0.1,
19575,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
20518,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
20630,chemical homeostasis,0.79,0.547,0.793,-0.003,0.05,
21298,chemical homeostasis,0.79,0.547,0.793,-0.003,0.0,
